                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.29828,                0.54083,                0.44559,                0.77821,                0.77563,                0.72954,                0.43971,                0.35997,                0.71981,                0.60009,                 0.0001,                 0.0001,                 0.0001
                     86,                 0.3042,                0.53335,                0.45438,                0.75726,                0.77315,                0.73073,                0.44053,                0.37175,                0.66403,                0.63844,                 0.0001,                 0.0001,                 0.0001
                     87,                0.29377,                0.53402,                0.45712,                0.71709,                0.79945,                0.72146,                0.41031,                0.40845,                0.69294,                 0.7271,                 0.0001,                 0.0001,                 0.0001
                     88,                0.29331,                0.53455,                0.44689,                 0.8023,                0.79818,                0.77195,                0.48695,                0.34304,                0.61554,                0.56436,                 0.0001,                 0.0001,                 0.0001
                     89,                0.29528,                0.53604,                 0.4533,                0.80171,                0.75807,                 0.7316,                0.46436,                 0.3385,                0.67723,                0.57236,                 0.0001,                 0.0001,                 0.0001
                     90,                0.30039,                0.52343,                0.47126,                0.85599,                0.76991,                0.76452,                0.48295,                0.32583,                0.62233,                0.54064,                 0.0001,                 0.0001,                 0.0001
                     91,                 0.3011,                0.51338,                0.46014,                0.82742,                0.85529,                0.80715,                0.51392,                0.33498,                0.57278,                0.56267,                 0.0001,                 0.0001,                 0.0001
                     92,                0.29483,                0.53054,                0.44247,                0.77541,                0.78259,                0.74464,                 0.4646,                 0.3563,                 0.6165,                0.60066,                 0.0001,                 0.0001,                 0.0001
                     93,                0.28581,                0.52851,                0.42486,                0.77614,                0.83717,                0.77631,                0.46256,                0.37034,                 0.6832,                0.65712,                 0.0001,                 0.0001,                 0.0001
                     94,                0.29459,                0.52645,                0.45018,                0.79282,                0.83208,                0.78981,                 0.4768,                0.36751,                0.60844,                0.62137,                 0.0001,                 0.0001,                 0.0001
                     95,                0.28871,                0.52301,                0.44887,                0.81505,                0.80873,                0.78396,                0.49258,                0.34917,                0.60039,                0.59968,                 0.0001,                 0.0001,                 0.0001
                     96,                0.28604,                0.51919,                 0.4356,                0.81653,                0.76737,                 0.7423,                0.44717,                 0.3679,                0.72709,                 0.6296,                 0.0001,                 0.0001,                 0.0001
                     97,                0.29082,                0.53189,                 0.4479,                0.78271,                0.82662,                0.77644,                0.47338,                  0.371,                0.62686,                0.64572,                 0.0001,                 0.0001,                 0.0001
                     98,                0.29275,                0.52011,                0.45554,                 0.8042,                0.82844,                0.78006,                0.48589,                0.35114,                0.59254,                0.58574,                 0.0001,                 0.0001,                 0.0001
                     99,                0.28336,                0.51028,                0.43789,                0.82174,                0.83893,                0.80731,                0.51336,                0.32522,                0.60684,                0.54295,                 0.0001,                 0.0001,                 0.0001
                    100,                0.27871,                 0.5136,                0.43066,                0.82958,                 0.8125,                0.78955,                0.50367,                0.34482,                0.58489,                0.58279,                 0.0001,                 0.0001,                 0.0001
                    101,                0.28157,                0.49007,                0.44062,                0.82596,                0.83039,                 0.8033,                0.51185,                0.33671,                0.56691,                0.57064,                 0.0001,                 0.0001,                 0.0001
