                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.24721,                0.45956,                0.36433,                0.87421,                0.83964,                0.85599,                0.65386,                0.27183,                0.58547,                0.42402,                 0.0001,                 0.0001,                 0.0001
                    115,                0.24103,                0.44791,                0.35714,                0.89951,                0.84401,                0.86878,                0.63945,                0.28909,                0.58957,                0.45679,                 0.0001,                 0.0001,                 0.0001
                    116,                0.24852,                0.45678,                0.36896,                0.81401,                0.84061,                 0.8424,                0.63677,                0.28429,                0.61894,                0.43907,                 0.0001,                 0.0001,                 0.0001
                    117,                0.24226,                0.43209,                0.36003,                0.84764,                 0.8482,                0.85991,                0.64043,                0.28518,                0.59967,                0.42855,                 0.0001,                 0.0001,                 0.0001
                    118,                0.23812,                0.42762,                0.35314,                0.86161,                0.80343,                0.82537,                0.62598,                0.27946,                0.60916,                0.43054,                 0.0001,                 0.0001,                 0.0001
                    119,                0.23987,                0.43767,                0.35737,                0.87287,                0.82421,                0.85555,                0.63679,                0.28993,                0.62367,                0.44055,                 0.0001,                 0.0001,                 0.0001
                    120,                0.23394,                  0.425,                0.34817,                0.85988,                0.83429,                0.83294,                0.62249,                   0.29,                0.58048,                0.44017,                 0.0001,                 0.0001,                 0.0001
                    121,                0.24518,                0.45305,                0.36406,                0.82049,                  0.827,                0.84118,                0.63123,                0.29624,                0.62412,                0.46346,                 0.0001,                 0.0001,                 0.0001
                    122,                0.23608,                0.46861,                0.34799,                0.88099,                0.80973,                0.83808,                0.63513,                0.26812,                0.62312,                0.42299,                 0.0001,                 0.0001,                 0.0001
                    123,                0.23614,                0.43337,                0.34988,                0.88924,                0.80963,                0.85352,                0.64742,                0.27556,                0.60557,                0.43278,                 0.0001,                 0.0001,                 0.0001
                    124,                0.23496,                0.43901,                0.34756,                0.86622,                0.84184,                0.86519,                0.65674,                0.28212,                0.58249,                0.43753,                 0.0001,                 0.0001,                 0.0001
                    125,                 0.2357,                0.45703,                0.35288,                0.84673,                0.84222,                0.85603,                0.64831,                 0.2652,                0.61108,                0.42361,                 0.0001,                 0.0001,                 0.0001
                    126,                0.23336,                0.45719,                0.34763,                0.81234,                0.83105,                0.84449,                0.64048,                0.27364,                0.66489,                0.42227,                 0.0001,                 0.0001,                 0.0001
                    127,                0.22989,                0.47811,                0.34542,                0.85253,                0.83993,                0.84565,                0.62553,                0.26908,                  0.608,                 0.4123,                 0.0001,                 0.0001,                 0.0001
                    128,                 0.2284,                0.46503,                0.33916,                0.83703,                 0.8437,                0.84972,                0.63735,                0.27459,                 0.6201,                0.42611,                 0.0001,                 0.0001,                 0.0001
                    129,                0.23288,                0.41721,                0.34294,                0.84517,                0.81973,                0.85949,                0.66018,                0.26959,                 0.6274,                0.41448,                 0.0001,                 0.0001,                 0.0001
                    130,                0.22791,                0.43848,                0.33856,                0.85808,                0.83969,                 0.8573,                0.65596,                0.25853,                0.60049,                0.39729,                 0.0001,                 0.0001,                 0.0001
                    131,                0.23546,                0.44488,                0.35567,                0.86056,                0.82882,                0.86912,                0.65485,                0.26028,                0.63157,                0.40258,                 0.0001,                 0.0001,                 0.0001
                    132,                 0.2296,                0.42154,                0.34803,                0.87512,                0.80465,                0.84286,                0.63517,                0.28278,                0.69812,                0.43451,                 0.0001,                 0.0001,                 0.0001
                    133,                0.22986,                0.43313,                0.34448,                0.85283,                0.83618,                0.84726,                0.63996,                0.27461,                0.63601,                0.42893,                 0.0001,                 0.0001,                 0.0001
                    134,                0.23701,                0.42285,                0.34627,                0.86221,                0.84923,                0.86844,                0.66447,                0.26049,                 0.6298,                0.40448,                 0.0001,                 0.0001,                 0.0001
                    135,                0.21746,                0.41722,                0.31704,                0.85227,                0.83666,                0.84503,                0.65062,                0.26492,                0.64688,                0.40872,                 0.0001,                 0.0001,                 0.0001
                    136,                0.22532,                0.41816,                0.34435,                0.87899,                0.86269,                0.89176,                0.67607,                0.27494,                0.57738,                0.42716,                 0.0001,                 0.0001,                 0.0001
                    137,                0.21938,                0.39677,                0.32084,                0.91309,                0.81055,                0.87904,                0.68257,                0.26182,                0.56487,                0.41663,                 0.0001,                 0.0001,                 0.0001
                    138,                0.22921,                0.43222,                0.34257,                0.86633,                0.85922,                 0.8941,                 0.6665,                0.28491,                0.54902,                0.45115,                 0.0001,                 0.0001,                 0.0001
                    139,                0.23588,                0.41108,                0.34226,                0.89449,                0.86884,                0.88126,                0.67963,                0.27167,                 0.5764,                0.42118,                 0.0001,                 0.0001,                 0.0001
                    140,                0.22487,                0.41809,                0.33219,                0.85073,                0.84701,                0.87276,                0.66188,                0.26824,                 0.6146,                0.41208,                 0.0001,                 0.0001,                 0.0001
                    141,                0.23157,                0.41332,                0.33974,                0.84741,                  0.831,                0.84343,                0.63539,                0.26704,                0.63199,                 0.4191,                 0.0001,                 0.0001,                 0.0001
                    142,                0.22427,                0.40871,                0.33425,                0.84066,                0.84946,                0.84539,                0.64346,                0.25786,                0.65958,                0.39335,                 0.0001,                 0.0001,                 0.0001
                    143,                0.23101,                 0.4587,                0.34279,                0.86071,                0.81814,                0.84307,                0.65474,                0.26884,                0.58631,                0.41167,                 0.0001,                 0.0001,                 0.0001
                    144,                0.23285,                0.43355,                0.34295,                0.92168,                0.81559,                0.87653,                0.67682,                0.25876,                0.57991,                0.39363,                 0.0001,                 0.0001,                 0.0001
                    145,                0.23187,                0.39657,                0.34016,                0.86521,                0.83898,                0.87584,                0.68614,                0.25469,                0.60357,                0.38245,                 0.0001,                 0.0001,                 0.0001
                    146,                0.22479,                0.40061,                0.32487,                0.82794,                 0.8246,                0.83677,                0.64502,                0.26364,                0.63106,                 0.4148,                 0.0001,                 0.0001,                 0.0001
                    147,                0.21881,                0.40092,                0.32102,                0.83055,                0.83688,                0.84068,                0.63661,                 0.2757,                0.63231,                 0.4366,                 0.0001,                 0.0001,                 0.0001
                    148,                0.21863,                0.42129,                0.31744,                0.85137,                0.85406,                0.86788,                0.67011,                0.26359,                 0.6057,                0.40241,                 0.0001,                 0.0001,                 0.0001
                    149,                0.22831,                0.41369,                 0.3343,                 0.8611,                0.82299,                0.86212,                 0.6709,                0.26475,                0.64854,                0.39865,                 0.0001,                 0.0001,                 0.0001
                    150,                0.22172,                0.38866,                0.32233,                0.84471,                0.84723,                0.86922,                0.67547,                0.25574,                0.61511,                0.39845,                 0.0001,                 0.0001,                 0.0001
                    151,                0.21644,                0.41847,                0.31711,                0.88264,                0.85053,                0.87012,                 0.6735,                0.25203,                0.60105,                  0.392,                 0.0001,                 0.0001,                 0.0001
                    152,                0.21641,                0.39065,                0.31661,                0.87758,                0.84582,                0.88856,                0.68519,                0.26336,                0.59994,                0.40401,                 0.0001,                 0.0001,                 0.0001
                    153,                0.21589,                0.39068,                0.31598,                0.85865,                0.83572,                0.87036,                0.66108,                0.26823,                0.60404,                0.40554,                 0.0001,                 0.0001,                 0.0001
